Job_Title,Skills,Education_Level,Preferred_Location,Experience
Cybersecurity Analyst,"Wireshark, Nmap, Ethical Hacking, SIEM, Firewalls, Vulnerability Assessment",M.Tech,Chennai,7
Database Administrator,"PostgreSQL, MySQL, Performance Tuning, Oracle",M.Tech,Bangalore,11
Cybersecurity Analyst,"Wireshark, Firewalls, Nmap, SIEM",B.Tech,Pune,5
System Administrator,"Backup Management, Linux, Windows Server, Firewall, Virtualization, DNS, Monitoring",MCA,Mumbai,11
Technical Support Engineer,"Networking, Hardware, Linux, Ticketing Systems, Documentation, Remote Support, Windows OS",B.Sc,Remote,4
Database Administrator,"Database Security, Backup & Recovery, SQL Queries, MySQL, Replication",M.Sc,Mumbai,8
HR Executive,"Employee Relations, Attendance Management, Compliance, Recruitment",B.Tech,Remote,1
Cloud Engineer,"Terraform, CloudFormation, CI/CD, Monitoring, Azure, GCP, Kubernetes",M.Sc,Pune,4
Backend Developer,"Git, Java, Node.js, MySQL, Docker, Spring Boot",MBA,Mumbai,11
AI Researcher,"Mathematical Modeling, Data Generation, TensorFlow, Natural Language Processing, Computer Vision, Deep Learning, Python",MCA,Chennai,12
Machine Learning Engineer,"Deep Learning, ML Algorithms, Model Deployment, PyTorch, TensorFlow",MCA,Chennai,6
HR Executive,"Compliance, Recruitment, Employee Relations, Onboarding, HRMS, Exit Formalities, Payroll",B.Sc,Bangalore,9
DevOps Engineer,"Ansible, Linux, AWS, Docker, Terraform",B.Sc,Mumbai,3
Technical Support Engineer,"Customer Support, Documentation, Email Support, Remote Support, Hardware, Networking",B.Tech,Pune,10
Cloud Engineer,"Azure, Docker, CloudFormation, GCP, Kubernetes, Monitoring, Linux",MCA,Bangalore,4
Business Analyst,"Tableau, Stakeholder Communication, SQL, Data Analysis, Use Cases, Documentation",MBA,Chennai,8
Database Administrator,"Oracle, Backup & Recovery, Database Security, Monitoring, PostgreSQL, Performance Tuning, Indexing",M.Sc,Mumbai,8
DevOps Engineer,"Jenkins, Monitoring, CI/CD, AWS, Ansible, Terraform",M.Tech,Remote,1
Software Engineer,"Algorithms, Git, Python, Java, System Design, OOP, Data Structures",MBA,Remote,6
DevOps Engineer,"Kubernetes, CI/CD, Jenkins, Monitoring, Terraform",MBA,Remote,8
Machine Learning Engineer,"Model Deployment, Deep Learning, AWS, TensorFlow",MCA,Mumbai,4
Backend Developer,"MySQL, Git, REST APIs, Node.js, Java, Docker, MongoDB",B.Sc,Bangalore,5
Software Engineer,"Algorithms, System Design, Agile, Debugging, Python",B.Sc,Chennai,2
UI/UX Designer,"HTML, Figma, Sketch, CSS",MBA,Mumbai,6
Machine Learning Engineer,"TensorFlow, Scikit-Learn, AWS, Model Deployment, PyTorch, Python, Deep Learning",M.Sc,Pune,10
Product Manager,"Product Strategy, Scrum, A/B Testing, KPIs, Agile, User Stories",M.Sc,Remote,6
Cybersecurity Analyst,"SIEM, Risk Assessment, Incident Response, Firewalls, Network Security, Wireshark",M.Sc,Bangalore,4
Frontend Developer,"Responsive Design, React, TypeScript, Next.js, Redux, Tailwind CSS, HTML",M.Sc,Chennai,10
Database Administrator,"MySQL, PostgreSQL, Indexing, Performance Tuning, Monitoring",MCA,Pune,6
Software Engineer,"Python, Agile, Java, Debugging",M.Tech,Pune,11
Technical Support Engineer,"Hardware, Linux, Networking, Windows OS",MBA,Pune,8
Machine Learning Engineer,"TensorFlow, Model Deployment, Pandas, Deep Learning",B.Tech,Remote,10
UI/UX Designer,"Sketch, Wireframes, Design Thinking, Figma, User Research",M.Tech,Remote,4
System Administrator,"Backup Management, Firewall, DNS, Shell Scripting",B.Tech,Delhi,5
System Administrator,"Shell Scripting, Firewall, Virtualization, DNS",MBA,Bangalore,7
Business Analyst,"Requirement Gathering, SQL, Excel, Stakeholder Communication",MCA,Delhi,8
Technical Support Engineer,"Ticketing Systems, Hardware, Networking, Remote Support, Email Support",M.Sc,Pune,3
Technical Support Engineer,"Hardware, Documentation, Email Support, Networking, Windows OS, Remote Support, Ticketing Systems",B.Sc,Hyderabad,4
Product Manager,"Stakeholder Management, Wireframing, Jira, KPIs",MBA,Hyderabad,2
IT Project Manager,"Agile, Team Management, Project Planning, Timeline Tracking, JIRA",M.Tech,Remote,2
Technical Support Engineer,"Hardware, Email Support, Remote Support, Customer Support, Networking, Windows OS, Linux",M.Sc,Remote,7
IT Project Manager,"Budget Management, Timeline Tracking, Agile, JIRA",MCA,Pune,10
IT Project Manager,"Client Communication, Project Planning, Budget Management, Timeline Tracking, Scrum, Agile, Team Management",MBA,Hyderabad,5
Full Stack Developer,"CSS, Docker, React, REST APIs",B.Sc,Mumbai,0
QA Engineer,"Manual Testing, Automation Testing, TestNG, Bug Tracking, JIRA, Selenium, API Testing",B.Sc,Pune,3
Cloud Engineer,"GCP, AWS, Docker, CloudFormation, Linux, CI/CD, Monitoring",MBA,Bangalore,6
Cloud Engineer,"Terraform, Kubernetes, CloudFormation, Azure, AWS",MCA,Pune,1
Business Analyst,"Requirement Gathering, SQL, Process Modeling, Tableau",MBA,Pune,12
UI/UX Designer,"HTML, Prototyping, Sketch, Wireframes, Figma",M.Tech,Delhi,3
Backend Developer,"MongoDB, Spring Boot, Node.js, Git, Java, Docker, REST APIs",MCA,Remote,5
System Administrator,"Linux, Windows Server, Monitoring, Active Directory, Virtualization, Shell Scripting",M.Sc,Pune,1
Database Administrator,"Monitoring, Backup & Recovery, Performance Tuning, Replication, Database Security, Oracle, SQL Queries",MCA,Mumbai,11
Backend Developer,"Express.js, MySQL, Git, Spring Boot, REST APIs, MongoDB",M.Sc,Hyderabad,12
Database Administrator,"Backup & Recovery, Monitoring, Replication, Indexing, Database Security",B.Sc,Pune,3
QA Engineer,"Manual Testing, Regression Testing, Selenium, JIRA, Automation Testing, Bug Tracking, TestNG",MBA,Mumbai,5
AI Researcher,"Data Generation, Research Papers, Computer Vision, ML Frameworks, Python, PyTorch, Mathematical Modeling",MBA,Mumbai,7
Data Analyst,"SQL, Python, Data Cleaning, Statistics, Data Modeling, Excel",MBA,Chennai,7
IT Project Manager,"Timeline Tracking, Client Communication, Project Planning, Scrum, Reporting, Risk Management, JIRA",B.Sc,Remote,11
Data Scientist,"Python, Pandas, Scikit-Learn, Matplotlib, SQL, Deep Learning, TensorFlow",M.Sc,Chennai,9
HR Executive,"Onboarding, Compliance, HRMS, Payroll, HR Policies",M.Tech,Delhi,5
Full Stack Developer,"Docker, MongoDB, Git, Express.js, JavaScript",MCA,Bangalore,10
Database Administrator,"Indexing, Oracle, Database Security, Backup & Recovery",M.Sc,Mumbai,2
Cybersecurity Analyst,"Ethical Hacking, Nmap, SIEM, Network Security",M.Tech,Delhi,8
Data Analyst,"Excel, Power BI, Dashboarding, Data Modeling, Data Cleaning",B.Sc,Delhi,12
Frontend Developer,"TypeScript, CSS, React, Tailwind CSS, Bootstrap, JavaScript, Responsive Design",M.Sc,Delhi,0
DevOps Engineer,"Kubernetes, AWS, Linux, Git, Terraform, Jenkins",B.Sc,Delhi,4
System Administrator,"Firewall, Linux, Active Directory, Backup Management, Shell Scripting, Networking",B.Sc,Remote,12
Data Analyst,"Pandas, Power BI, Excel, SQL, Data Modeling, Statistics, Dashboarding",MCA,Pune,12
Cloud Engineer,"Docker, Terraform, Kubernetes, CloudFormation",B.Sc,Hyderabad,9
HR Executive,"HRMS, Compliance, Employee Relations, HR Policies, Payroll, Exit Formalities, Interview Scheduling",MCA,Bangalore,6
Backend Developer,"MongoDB, Git, REST APIs, Docker, AWS",B.Sc,Bangalore,12
System Administrator,"Virtualization, Shell Scripting, Active Directory, Firewall, Backup Management, Monitoring, Windows Server",M.Tech,Chennai,0
UI/UX Designer,"HTML, Figma, CSS, Wireframes, User Research, Prototyping",B.Tech,Remote,7
Backend Developer,"Java, MySQL, REST APIs, MongoDB, Docker, Node.js, Spring Boot",B.Sc,Remote,5
Software Engineer,"Python, Git, SQL, Debugging",MBA,Chennai,3
Product Manager,"A/B Testing, Agile, Scrum, Roadmap Planning",MBA,Hyderabad,7
Machine Learning Engineer,"Keras, ML Algorithms, Python, TensorFlow",M.Tech,Chennai,2
UI/UX Designer,"HTML, Sketch, Figma, Responsive Design",M.Sc,Delhi,0
Machine Learning Engineer,"AWS, TensorFlow, Python, ML Algorithms, Model Deployment",MBA,Delhi,4
Technical Support Engineer,"Linux, Windows OS, Customer Support, Email Support, Remote Support, Ticketing Systems, Troubleshooting",MBA,Delhi,4
Data Scientist,"Python, SQL, Data Visualization, Matplotlib, Scikit-Learn, NumPy",MCA,Chennai,4
Backend Developer,"Node.js, AWS, MongoDB, REST APIs, Spring Boot",M.Sc,Hyderabad,9
AI Researcher,"ML Frameworks, PyTorch, Natural Language Processing, TensorFlow, Computer Vision, Mathematical Modeling, Data Generation",M.Sc,Bangalore,1
HR Executive,"Payroll, Recruitment, Attendance Management, Onboarding, Exit Formalities",M.Tech,Hyderabad,8
Frontend Developer,"Redux, CSS, Bootstrap, Next.js",B.Sc,Delhi,9
Technical Support Engineer,"Linux, Hardware, Ticketing Systems, Windows OS, Documentation, Networking, Remote Support",M.Tech,Chennai,8
System Administrator,"Windows Server, Active Directory, DNS, Shell Scripting, Monitoring, Linux",M.Sc,Hyderabad,6
Business Analyst,"Excel, Documentation, Data Analysis, Process Modeling, Stakeholder Communication, SQL",B.Sc,Chennai,8
Software Engineer,"Agile, Git, Java, System Design, Debugging, Algorithms",MCA,Bangalore,11
Business Analyst,"Requirement Gathering, SQL, Tableau, Use Cases, Data Analysis, Documentation",M.Tech,Chennai,8
Software Engineer,"System Design, Agile, Python, Debugging, Java, Algorithms, Data Structures",MBA,Delhi,5
Frontend Developer,"React, CSS, TypeScript, JavaScript",B.Sc,Hyderabad,0
Cloud Engineer,"Kubernetes, CI/CD, Azure, Linux, Terraform, AWS",M.Tech,Chennai,3
DevOps Engineer,"Git, Ansible, Terraform, AWS, Kubernetes, CI/CD, Docker",MBA,Hyderabad,1
Backend Developer,"Docker, Java, MongoDB, REST APIs, Spring Boot",M.Tech,Remote,1
DevOps Engineer,"Monitoring, AWS, Jenkins, Docker, CI/CD",MBA,Delhi,1
System Administrator,"Virtualization, Shell Scripting, Firewall, Monitoring, Backup Management",MBA,Remote,7
Data Analyst,"SQL, Power BI, Pandas, Dashboarding",M.Sc,Bangalore,4
AI Researcher,"Data Generation, PyTorch, Research Papers, Python, TensorFlow, Mathematical Modeling",MBA,Mumbai,9
Full Stack Developer,"REST APIs, React, Docker, CSS, JavaScript",M.Sc,Bangalore,11
AI Researcher,"Natural Language Processing, Computer Vision, Research Papers, Python, Deep Learning, PyTorch, TensorFlow",M.Sc,Pune,1
Cybersecurity Analyst,"Kali Linux, Ethical Hacking, Vulnerability Assessment, Wireshark, Incident Response",MBA,Chennai,2
Software Engineer,"Agile, OOP, SQL, Git, Debugging, Java",MCA,Bangalore,3
Product Manager,"Scrum, A/B Testing, Product Strategy, Stakeholder Management, User Stories, Roadmap Planning, Agile",B.Sc,Remote,2
DevOps Engineer,"AWS, Monitoring, Jenkins, CI/CD, Ansible",B.Sc,Mumbai,2
Data Analyst,"Data Cleaning, Python, Data Modeling, Pandas, Dashboarding, Excel",M.Tech,Mumbai,3
HR Executive,"HRMS, Exit Formalities, Payroll, Onboarding, Attendance Management",B.Tech,Hyderabad,0
HR Executive,"Onboarding, Payroll, Exit Formalities, Employee Relations",MBA,Remote,5
IT Project Manager,"Agile, Project Planning, Team Management, Scrum, Client Communication",M.Sc,Pune,7
Cloud Engineer,"Terraform, GCP, CI/CD, Monitoring, AWS, CloudFormation, Docker",M.Tech,Delhi,5
AI Researcher,"Data Generation, Python, Deep Learning, Natural Language Processing, Mathematical Modeling",B.Sc,Delhi,3
Database Administrator,"Oracle, Indexing, Performance Tuning, Monitoring",MCA,Bangalore,6
Business Analyst,"SQL, Tableau, Documentation, Power BI",M.Tech,Delhi,5
Technical Support Engineer,"Networking, Hardware, Troubleshooting, Customer Support",MCA,Remote,5
Database Administrator,"Replication, PostgreSQL, Indexing, MySQL, SQL Queries, Database Security, Monitoring",B.Tech,Mumbai,3
Data Scientist,"Pandas, Python, Scikit-Learn, Statistics, Matplotlib, SQL, TensorFlow",M.Sc,Mumbai,2
Backend Developer,"AWS, Java, Spring Boot, MySQL, Express.js",MCA,Delhi,3
Software Engineer,"SQL, Agile, Python, Algorithms",M.Sc,Remote,4
Backend Developer,"MongoDB, Express.js, AWS, Java",M.Sc,Remote,11
Frontend Developer,"TypeScript, Next.js, CSS, Tailwind CSS, Bootstrap, React",MBA,Remote,10
Full Stack Developer,"React, Express.js, Git, Docker, Node.js, MongoDB, REST APIs",MBA,Delhi,12
Frontend Developer,"Next.js, Tailwind CSS, HTML, React, Redux",MCA,Pune,0
Cybersecurity Analyst,"Firewalls, SIEM, Network Security, Kali Linux",M.Tech,Hyderabad,1
Cloud Engineer,"Kubernetes, CloudFormation, Docker, Monitoring, CI/CD, AWS, Azure",B.Sc,Pune,8
DevOps Engineer,"Terraform, Ansible, Jenkins, AWS",B.Tech,Delhi,11
UI/UX Designer,"Prototyping, CSS, Sketch, Wireframes, User Research, Responsive Design",B.Tech,Mumbai,2
Frontend Developer,"Tailwind CSS, TypeScript, CSS, Responsive Design",B.Tech,Remote,2
AI Researcher,"Deep Learning, Natural Language Processing, Computer Vision, Mathematical Modeling, ML Frameworks, Python",M.Tech,Delhi,0
Software Engineer,"SQL, System Design, Algorithms, Debugging",MCA,Bangalore,7
HR Executive,"Interview Scheduling, Exit Formalities, Attendance Management, HRMS, HR Policies, Recruitment",M.Tech,Pune,3
Data Analyst,"Power BI, SQL, Statistics, Excel, Data Modeling, Dashboarding",B.Tech,Pune,8
Data Scientist,"Pandas, Deep Learning, NumPy, SQL",MBA,Hyderabad,7
Technical Support Engineer,"Email Support, Ticketing Systems, Remote Support, Windows OS, Documentation, Networking, Linux",M.Sc,Bangalore,7
Full Stack Developer,"CSS, Node.js, Express.js, REST APIs",MCA,Remote,5
Technical Support Engineer,"Linux, Windows OS, Email Support, Ticketing Systems, Troubleshooting",B.Sc,Mumbai,3
Software Engineer,"Algorithms, OOP, System Design, SQL, Agile, Java, Git",M.Tech,Delhi,3
Database Administrator,"PostgreSQL, Oracle, Database Security, Indexing, Backup & Recovery",M.Sc,Pune,8
Technical Support Engineer,"Windows OS, Linux, Networking, Troubleshooting, Remote Support, Email Support",M.Tech,Mumbai,10
IT Project Manager,"Risk Management, Project Planning, Budget Management, Team Management, Reporting, Timeline Tracking",MBA,Bangalore,6
UI/UX Designer,"Design Thinking, Sketch, HTML, Wireframes, CSS, Adobe XD",MCA,Delhi,4
Machine Learning Engineer,"PyTorch, TensorFlow, Pandas, ML Algorithms, Keras, Deep Learning",B.Tech,Remote,8
Software Engineer,"Python, Algorithms, Git, Agile",B.Sc,Pune,8
Technical Support Engineer,"Linux, Troubleshooting, Hardware, Windows OS, Networking",MCA,Pune,4
Full Stack Developer,"REST APIs, JavaScript, HTML, MongoDB, React, Git, Docker",M.Tech,Pune,5
Frontend Developer,"Redux, Next.js, TypeScript, React",M.Tech,Hyderabad,6
DevOps Engineer,"Git, AWS, Terraform, Jenkins, Linux, Ansible",M.Tech,Delhi,3
QA Engineer,"Bug Tracking, JIRA, Performance Testing, Selenium, Test Cases",M.Tech,Delhi,11
Database Administrator,"Oracle, Indexing, Database Security, Monitoring",M.Sc,Hyderabad,0
Cybersecurity Analyst,"Incident Response, Firewalls, Vulnerability Assessment, Risk Assessment, Network Security",B.Tech,Pune,5
HR Executive,"Recruitment, Compliance, Interview Scheduling, HRMS, Onboarding",M.Sc,Remote,6
Cybersecurity Analyst,"Wireshark, SIEM, Nmap, Ethical Hacking, Incident Response, Kali Linux, Firewalls",MCA,Chennai,9
Technical Support Engineer,"Documentation, Remote Support, Email Support, Troubleshooting, Networking",B.Sc,Chennai,7
Frontend Developer,"Next.js, Tailwind CSS, JavaScript, React, TypeScript, Responsive Design",MCA,Hyderabad,12
Software Engineer,"SQL, OOP, System Design, Debugging, Algorithms, Java, Data Structures",MBA,Remote,0
Business Analyst,"Power BI, SQL, Use Cases, Data Analysis",M.Sc,Delhi,0
Full Stack Developer,"MongoDB, CSS, HTML, Node.js, JavaScript, REST APIs",MBA,Bangalore,3
Backend Developer,"REST APIs, Express.js, Java, MongoDB",B.Sc,Bangalore,5
Data Scientist,"Pandas, TensorFlow, Statistics, Scikit-Learn, SQL, Deep Learning, Matplotlib",MCA,Mumbai,4
System Administrator,"Monitoring, Linux, Backup Management, Windows Server, Networking, Virtualization",B.Sc,Hyderabad,0
Full Stack Developer,"Node.js, HTML, Docker, MongoDB, Git, React",M.Tech,Pune,1
Technical Support Engineer,"Documentation, Troubleshooting, Customer Support, Ticketing Systems, Linux, Hardware, Remote Support",MCA,Remote,9
Cloud Engineer,"Monitoring, Terraform, AWS, Docker, CloudFormation, CI/CD",M.Sc,Mumbai,1
Machine Learning Engineer,"PyTorch, Scikit-Learn, Pandas, AWS, TensorFlow, Deep Learning, Python",MBA,Remote,2
HR Executive,"Interview Scheduling, HRMS, Exit Formalities, Compliance",M.Sc,Mumbai,9
QA Engineer,"Manual Testing, API Testing, Test Cases, Selenium, Regression Testing",B.Tech,Mumbai,1
Software Engineer,"Python, Debugging, Data Structures, System Design",MCA,Remote,6
Cybersecurity Analyst,"Vulnerability Assessment, Nmap, Kali Linux, Network Security, Incident Response, Firewalls, Risk Assessment",M.Sc,Pune,9
Backend Developer,"Docker, Java, Spring Boot, AWS, MongoDB, Express.js",M.Tech,Remote,7
Product Manager,"Roadmap Planning, Agile, Jira, Product Strategy, A/B Testing, Scrum, Wireframing",M.Tech,Mumbai,11
Backend Developer,"Docker, MongoDB, AWS, Git",M.Tech,Hyderabad,4
QA Engineer,"API Testing, Manual Testing, Automation Testing, Performance Testing, Selenium",MCA,Pune,8
Business Analyst,"Stakeholder Communication, Power BI, Data Analysis, Tableau, SQL, Excel, Documentation",M.Sc,Hyderabad,8
Technical Support Engineer,"Remote Support, Documentation, Linux, Ticketing Systems, Networking, Customer Support, Windows OS",M.Sc,Pune,1
UI/UX Designer,"CSS, Prototyping, Design Thinking, Sketch, Adobe XD, Responsive Design",MBA,Remote,3
Backend Developer,"Express.js, Spring Boot, Java, Node.js",MCA,Bangalore,5
Data Analyst,"Python, Statistics, Power BI, Tableau, Dashboarding, Excel, Data Modeling",MCA,Bangalore,12
Product Manager,"User Stories, A/B Testing, Product Strategy, Jira, Wireframing",MBA,Remote,2
Full Stack Developer,"CSS, MongoDB, HTML, REST APIs, JavaScript",M.Tech,Pune,4
DevOps Engineer,"Monitoring, Ansible, Terraform, Kubernetes, Docker",M.Sc,Remote,5
IT Project Manager,"JIRA, Team Management, Scrum, Budget Management, Client Communication, Project Planning",MCA,Hyderabad,12
Data Analyst,"Power BI, SQL, Data Cleaning, Statistics, Pandas, Data Modeling",MBA,Pune,6
QA Engineer,"JIRA, Bug Tracking, Performance Testing, API Testing, Manual Testing, Test Cases",MCA,Chennai,4
Database Administrator,"Performance Tuning, PostgreSQL, Monitoring, Oracle, Backup & Recovery",M.Sc,Delhi,0
IT Project Manager,"Risk Management, Project Planning, Timeline Tracking, Scrum, Budget Management, Reporting, Agile",MBA,Mumbai,2
Database Administrator,"Performance Tuning, Oracle, Backup & Recovery, Database Security, Indexing",MBA,Hyderabad,10
HR Executive,"Onboarding, Compliance, Attendance Management, HR Policies, Employee Relations, Exit Formalities",MBA,Hyderabad,2
Machine Learning Engineer,"ML Algorithms, Model Deployment, TensorFlow, PyTorch, Pandas, Deep Learning",B.Tech,Hyderabad,3
DevOps Engineer,"Docker, Kubernetes, Terraform, AWS, CI/CD, Jenkins",B.Sc,Hyderabad,0
Technical Support Engineer,"Linux, Remote Support, Windows OS, Troubleshooting, Documentation",B.Tech,Remote,2
Data Analyst,"Statistics, Tableau, Python, Power BI, Dashboarding, Excel, Data Cleaning",M.Tech,Pune,0
Business Analyst,"Power BI, Excel, Documentation, Use Cases, Requirement Gathering, Data Analysis, Tableau",MCA,Remote,3
